tweet_id,llama3_1_8b_k10
fcb1ff9a6c7f,0.0
59744af8ba0a,0.0
a5f21ee88cfb,0.17
f26152607011,0.94
4e8574a91409,0.0
a4199053c0ae,0.28
3e3cf3e311f7,0.33
ed5684de06f1,0.95
dc0427013a97,0.67
7a761c7b8913,0.83
e6ee779aa984,0.0
fb5168eeaee7,0.18
c34ad6b609e4,0.67
75072bb97267,0.17
491cf46a85be,0.05
9eaa3725ace1,0.22
cb4f95505141,0.13
6b3fa6b0a978,0.02
11b072c95228,0.04
7594a3cf1ffc,0.16
c90f94c115d4,0.93
6fb6699ddb38,0.85
fdcde2ad9cb6,0.92
9395fc83dbea,0.0
0217e2942a66,0.08
3ee609970ba1,0.76
1918fc1c6776,0.72
117736adcb46,0.45
61f78034335b,0.05
cdef6f71e53c,0.88
0f7b269bb0e1,0.85
999fb9790559,0.82
f384a3d50d51,0.31
a8070037072e,-1.0
8eb6b3284e67,0.98
326eb1c3a47b,1.0
6580f1f4dda4,0.7
11f3e8e99de9,0.42
5a590076bdf2,0.33
790bbc7699f6,0.78
3f2f62b64a46,0.45
04085d43cafb,0.67
cc65ab05dd82,0.21
b961546e4c34,0.03
262f5e2432bb,0.41
bec52c3b97a9,0.95
ee2f99c1f0e3,0.85
ee1cabf8d91e,0.92
1326a2e6b40c,-1.0
c4b7ccf85e88,0.98
98197a61396d,0.06
d3d824d68827,0.35
328d17912754,0.0
20604767f68e,0.23
f87b2d040f9c,0.97
b6d03924ba0b,0.42
d9b53d7fe0de,0.1
6e25c1dcf9d2,0.98
b3abad8f2f9d,0.03
30cfa992902a,0.02
03b6ac210a18,0.65
c9536ae51292,0.13
c85e3c8f7f37,0.05
cd174df77b6a,0.11
ac5ffff31729,0.83
65fd213080ac,0.72
35811155b165,0.48
a1a0e649da00,0.92
560d5e042f79,0.98
3990f62a3dc6,0.05
638505bfc40d,-1.0
33037e5a479e,0.02
23d974a3378b,0.0
8c839b17873d,0.95
1bd7b5f1788c,0.04
069cd59f3699,0.92
1ee2841e14f0,0.38
24097a929a9f,0.19
ac040d24dc61,0.22
df17416ee650,0.98
49eec9dcc8c7,0.67
53a762bd2136,0.33
70f28072608b,0.16
710c6a10d231,0.56
79acf774fd10,0.93
de1f471a146a,0.23
d33f6ca623c9,0.83
7b2c72bb324d,0.75
2d21d4ba1cd3,0.0
ca5744994573,0.55
7490a40c5298,0.33
27c4d29ba8e2,0.98
602a968fadba,0.42
1451543cdef8,0.05
29ade1522dd1,0.15
7067df323d78,0.92
f620df971bb8,0.95
14f8efdaa4bd,0.98
40e481da87c1,0.69
01f8ac2bc540,0.04
511805e90974,0.19
4.72239E+11,0.04
a838081e7345,0.95
acd7a3c8c853,0.94
c8a1f709a092,0.95
5694dd8a323f,0.07
85e28a3cba31,0.23
75b7a40b2ca0,0.89
c4a6504c9991,0.85
b108ad8f8bc4,0.12
b8de504c17f4,0.81
b839fd0fae1e,0.01
33257a8a5bbd,0.98
090148e8a026,0.07
ca2c28c29dfa,0.67
19249273cff7,0.43
e6a01d8922b7,0.92
c2a2934be5c7,0.32
80fdda51a089,0.13
2e790a12abca,0.45
93aab52d7ad8,0.95
449c78cd4d59,0.0
44876892fcec,0.86
96df07ef343c,0.04
5d30140bfc79,0.01
73e01ee5c514,0.73
c23a6892d1ed,0.89
4af3ed4b24f7,0.42
77f9d345b278,0.04
9af2628a1ac6,0.04
0a14be49e150,0.0
5943b66bb54c,0.67
8b9e279de81e,0.83
ed3932295d9d,0.17
d18285d3c7ec,0.06
e29113b41191,0.08
6c951b19172c,0.33
766612d68655,0.42
d8ab97429fdf,0.83
243d252f7ca3,0.21
9db080ed1e1d,0.02
8e66379d50d0,0.0
f2c97057b1c8,0.55
4dcbc1d686fe,0.04
96f9fe7bf6d3,0.62
8c976693c7d3,0.13
92d30ae65fea,0.83
4.91836E+11,0.06
978e54bd499d,0.08
45d8fefbf773,0.96
